CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12428.0,26,9,7956.46,0,At-Risk Customers
12429.0,9,4,3750.4,0,At-Risk Customers
12430.0,43,1,256.4,0,At-Risk Customers
12431.0,36,15,6419.95,3,Loyal Customers
12432.0,43,5,5059.32,0,At-Risk Customers
12433.0,1,7,13375.87,0,At-Risk Customers
12434.0,85,2,806.14,0,At-Risk Customers
12435.0,80,2,7829.89,0,At-Risk Customers
12436.0,100,1,509.01,0,At-Risk Customers
12437.0,2,18,4951.41,3,Loyal Customers
12438.0,14,2,2906.85,0,At-Risk Customers
12441.0,367,1,173.55,1,Low-Value/Inactive Customers
12442.0,3,1,172.06,0,At-Risk Customers
12444.0,21,5,5005.46,0,At-Risk Customers
12445.0,22,1,133.4,0,At-Risk Customers
12446.0,58,1,1002.3100000000001,0,At-Risk Customers
12447.0,243,1,476.49,1,Low-Value/Inactive Customers
12448.0,44,1,449.45,0,At-Risk Customers
12449.0,22,4,4067.29,0,At-Risk Customers
12450.0,156,2,197.88,1,Low-Value/Inactive Customers
12451.0,11,5,9035.52,0,At-Risk Customers
12452.0,17,2,430.57,0,At-Risk Customers
12453.0,134,1,707.09,0,At-Risk Customers
12454.0,56,1,3528.34,0,At-Risk Customers
12455.0,73,6,2466.86,0,At-Risk Customers
12456.0,44,3,3181.04,0,At-Risk Customers
12457.0,66,7,2363.23,0,At-Risk Customers
12458.0,71,2,947.4,0,At-Risk Customers
12461.0,94,2,826.88,0,At-Risk Customers
12462.0,19,2,1189.59,0,At-Risk Customers
12463.0,53,4,1344.78,0,At-Risk Customers
12464.0,10,8,1212.05,0,At-Risk Customers
12465.0,17,2,742.1899999999999,0,At-Risk Customers
12468.0,188,2,729.5400000000001,1,Low-Value/Inactive Customers
12471.0,2,30,19788.65,3,Loyal Customers
12472.0,32,7,6572.11,0,At-Risk Customers
12473.0,29,5,3928.0499999999997,0,At-Risk Customers
12474.0,17,18,7324.09,3,Loyal Customers
12475.0,54,1,723.38,0,At-Risk Customers
12476.0,16,11,6816.42,0,At-Risk Customers
12477.0,23,6,13219.74,0,At-Risk Customers
12478.0,4,1,680.99,0,At-Risk Customers
12479.0,11,1,527.2,0,At-Risk Customers
12480.0,28,4,3281.63,0,At-Risk Customers
12481.0,23,10,5579.82,0,At-Risk Customers
12483.0,17,8,2484.98,0,At-Risk Customers
12484.0,33,6,4527.32,0,At-Risk Customers
12488.0,10,3,1298.66,0,At-Risk Customers
12489.0,336,1,334.93,1,Low-Value/Inactive Customers
12490.0,5,10,5417.93,0,At-Risk Customers
12491.0,39,1,460.40000000000003,0,At-Risk Customers
12492.0,63,2,263.21000000000004,0,At-Risk Customers
12493.0,166,2,433.74,1,Low-Value/Inactive Customers
12494.0,16,7,1246.1000000000001,0,At-Risk Customers
12497.0,82,1,1043.1,0,At-Risk Customers
12498.0,21,3,403.70000000000005,0,At-Risk Customers
12500.0,23,11,4257.82,0,At-Risk Customers
12501.0,337,1,2169.39,1,Low-Value/Inactive Customers
12502.0,96,5,3723.87,0,At-Risk Customers
12504.0,18,2,482.04999999999995,0,At-Risk Customers
12506.0,233,1,73.5,1,Low-Value/Inactive Customers
12507.0,134,3,1304.81,0,At-Risk Customers
12508.0,26,2,397.88,0,At-Risk Customers
12509.0,284,1,176.5,1,Low-Value/Inactive Customers
12510.0,143,2,982.5699999999999,0,At-Risk Customers
12512.0,66,2,132.18,0,At-Risk Customers
12513.0,113,1,612.29,0,At-Risk Customers
12514.0,267,1,1017.68,1,Low-Value/Inactive Customers
12515.0,353,1,383.7,1,Low-Value/Inactive Customers
12516.0,78,2,1312.06,0,At-Risk Customers
12517.0,28,5,2481.6,0,At-Risk Customers
12518.0,1,5,2056.89,0,At-Risk Customers
12519.0,64,1,330.84,0,At-Risk Customers
12520.0,79,5,2634.26,0,At-Risk Customers
12521.0,143,1,599.68,1,Low-Value/Inactive Customers
12522.0,39,2,192.72,0,At-Risk Customers
12523.0,19,11,1789.77,0,At-Risk Customers
12524.0,9,8,4485.72,0,At-Risk Customers
12526.0,1,3,1316.66,0,At-Risk Customers
12527.0,82,3,348.71000000000004,0,At-Risk Customers
12528.0,9,6,1933.48,0,At-Risk Customers
12530.0,60,4,1662.28,0,At-Risk Customers
12531.0,15,1,125.22,0,At-Risk Customers
12532.0,30,1,349.83000000000004,0,At-Risk Customers
12534.0,131,1,1089.18,0,At-Risk Customers
12535.0,92,2,716.35,0,At-Risk Customers
12536.0,43,3,12601.830000000002,0,At-Risk Customers
12538.0,29,1,363.95,0,At-Risk Customers
12539.0,22,4,5568.35,0,At-Risk Customers
12540.0,20,17,13400.24,3,Loyal Customers
12541.0,30,3,981.18,0,At-Risk Customers
12544.0,36,1,372.7,0,At-Risk Customers
12545.0,75,2,1000.39,0,At-Risk Customers
12546.0,47,2,1161.5,0,At-Risk Customers
12547.0,198,2,207.79999999999998,1,Low-Value/Inactive Customers
12548.0,166,1,95.19999999999999,1,Low-Value/Inactive Customers
12550.0,79,1,964.83,0,At-Risk Customers
12551.0,358,1,168.0,1,Low-Value/Inactive Customers
12552.0,39,2,437.82,0,At-Risk Customers
12553.0,8,10,3692.28,0,At-Risk Customers
12556.0,50,2,599.56,0,At-Risk Customers
12557.0,16,5,11990.960000000001,0,At-Risk Customers
12558.0,8,1,269.96,0,At-Risk Customers
12559.0,311,2,561.71,1,Low-Value/Inactive Customers
12560.0,5,3,2134.01,0,At-Risk Customers
12561.0,303,1,238.85,1,Low-Value/Inactive Customers
12562.0,8,7,3781.7400000000002,0,At-Risk Customers
12564.0,261,1,456.9,1,Low-Value/Inactive Customers
12565.0,289,1,145.92,1,Low-Value/Inactive Customers
12566.0,86,1,351.65,0,At-Risk Customers
12567.0,23,10,9401.28,0,At-Risk Customers
12569.0,2,32,4124.69,3,Loyal Customers
12571.0,40,2,519.61,0,At-Risk Customers
12572.0,9,2,1020.42,0,At-Risk Customers
12573.0,227,1,160.54000000000002,1,Low-Value/Inactive Customers
12574.0,316,1,218.45,1,Low-Value/Inactive Customers
12576.0,36,5,1315.83,0,At-Risk Customers
12577.0,35,3,626.6,0,At-Risk Customers
12578.0,21,2,2794.51,0,At-Risk Customers
12579.0,78,1,440.42,0,At-Risk Customers
12580.0,247,1,415.7,1,Low-Value/Inactive Customers
12581.0,40,1,197.71,0,At-Risk Customers
12582.0,239,2,511.36,1,Low-Value/Inactive Customers
12583.0,3,15,7281.38,3,Loyal Customers
12584.0,4,9,2338.15,0,At-Risk Customers
12585.0,234,2,2040.1,1,Low-Value/Inactive Customers
12586.0,17,1,196.94000000000003,0,At-Risk Customers
12587.0,8,1,144.0,0,At-Risk Customers
12588.0,39,1,214.89999999999998,0,At-Risk Customers
12589.0,29,2,646.68,0,At-Risk Customers
12590.0,211,2,9864.26,1,Low-Value/Inactive Customers
12591.0,317,1,452.84999999999997,1,Low-Value/Inactive Customers
12592.0,92,2,437.6,0,At-Risk Customers
12593.0,109,3,418.09999999999997,0,At-Risk Customers
12594.0,38,10,3338.2200000000003,0,At-Risk Customers
12596.0,51,2,618.27,0,At-Risk Customers
12597.0,19,4,3811.22,0,At-Risk Customers
12598.0,10,8,3023.08,0,At-Risk Customers
12599.0,29,7,1032.58,0,At-Risk Customers
12600.0,29,10,2599.04,0,At-Risk Customers
12601.0,190,5,577.0600000000001,1,Low-Value/Inactive Customers
12602.0,59,1,153.12,0,At-Risk Customers
12603.0,22,1,739.1999999999999,0,At-Risk Customers
12604.0,79,2,254.18,0,At-Risk Customers
12607.0,60,1,1579.51,0,At-Risk Customers
12609.0,78,3,1126.85,0,At-Risk Customers
12610.0,23,5,2099.54,0,At-Risk Customers
12611.0,52,1,1193.32,0,At-Risk Customers
12612.0,74,1,704.0400000000001,0,At-Risk Customers
12613.0,57,5,3344.38,0,At-Risk Customers
12614.0,278,1,315.6,1,Low-Value/Inactive Customers
12615.0,2,4,2291.19,0,At-Risk Customers
12616.0,95,2,713.3,0,At-Risk Customers
12617.0,29,1,352.98,0,At-Risk Customers
12618.0,22,1,177.31,0,At-Risk Customers
12619.0,16,9,3641.24,0,At-Risk Customers
12620.0,15,3,1339.41,0,At-Risk Customers
12621.0,2,20,13689.67,3,Loyal Customers
12622.0,232,1,180.1,1,Low-Value/Inactive Customers
12623.0,276,1,305.1,1,Low-Value/Inactive Customers
12624.0,106,2,641.13,0,At-Risk Customers
12625.0,212,2,2683.82,1,Low-Value/Inactive Customers
12626.0,23,9,6620.48,0,At-Risk Customers
12627.0,11,7,4478.53,0,At-Risk Customers
12628.0,4,3,786.46,0,At-Risk Customers
12630.0,10,2,1270.88,0,At-Risk Customers
12631.0,57,1,640.5,0,At-Risk Customers
12633.0,59,4,2163.98,0,At-Risk Customers
12635.0,90,2,1689.18,0,At-Risk Customers
12637.0,67,8,6002.9,0,At-Risk Customers
12638.0,33,1,671.69,0,At-Risk Customers
12639.0,239,1,486.1,1,Low-Value/Inactive Customers
12640.0,24,3,1174.58,0,At-Risk Customers
12641.0,115,1,185.9,0,At-Risk Customers
12642.0,25,3,1013.26,0,At-Risk Customers
12643.0,128,6,3344.64,0,At-Risk Customers
12644.0,130,1,477.91,0,At-Risk Customers
12645.0,34,4,1775.18,0,At-Risk Customers
12646.0,5,2,1346.97,0,At-Risk Customers
12647.0,22,12,3722.82,0,At-Risk Customers
12648.0,155,1,318.05,1,Low-Value/Inactive Customers
12649.0,107,3,623.51,0,At-Risk Customers
12650.0,3,1,314.44,0,At-Risk Customers
12651.0,335,1,114.0,1,Low-Value/Inactive Customers
12652.0,331,1,919.98,1,Low-Value/Inactive Customers
12653.0,149,2,2209.85,1,Low-Value/Inactive Customers
12654.0,11,5,601.98,0,At-Risk Customers
12656.0,17,5,4051.17,0,At-Risk Customers
12657.0,11,4,1643.18,0,At-Risk Customers
12658.0,19,1,686.05,0,At-Risk Customers
12659.0,30,1,91.68,0,At-Risk Customers
12660.0,11,1,245.1,0,At-Risk Customers
12662.0,1,11,3849.78,0,At-Risk Customers
12664.0,8,9,4881.88,0,At-Risk Customers
12665.0,325,1,63.0,1,Low-Value/Inactive Customers
12667.0,58,1,620.13,0,At-Risk Customers
12668.0,12,4,3807.15,0,At-Risk Customers
12669.0,151,3,2744.0299999999997,1,Low-Value/Inactive Customers
12670.0,10,5,2996.05,0,At-Risk Customers
12672.0,330,1,225.89999999999998,1,Low-Value/Inactive Customers
12673.0,5,2,610.52,0,At-Risk Customers
12674.0,39,4,1970.6,0,At-Risk Customers
12676.0,25,6,1331.39,0,At-Risk Customers
12678.0,42,12,17628.46,3,Loyal Customers
12679.0,59,4,1113.02,0,At-Risk Customers
12680.0,1,4,862.81,0,At-Risk Customers
12681.0,15,22,13787.54,3,Loyal Customers
12682.0,4,31,12279.82,3,Loyal Customers
12683.0,4,15,8476.57,3,Loyal Customers
12684.0,8,7,2283.63,0,At-Risk Customers
12685.0,28,6,2863.08,0,At-Risk Customers
12686.0,372,1,89.14,1,Low-Value/Inactive Customers
12688.0,114,1,4873.8099999999995,0,At-Risk Customers
12689.0,26,2,1247.61,0,At-Risk Customers
12690.0,206,1,389.01,1,Low-Value/Inactive Customers
12691.0,28,6,1035.8,0,At-Risk Customers
12693.0,127,4,855.91,0,At-Risk Customers
12694.0,70,2,869.67,0,At-Risk Customers
12695.0,7,4,582.1,0,At-Risk Customers
12697.0,29,3,957.59,0,At-Risk Customers
12700.0,8,4,4939.99,0,At-Risk Customers
12701.0,80,2,797.71,0,At-Risk Customers
12702.0,20,1,219.0,0,At-Risk Customers
12703.0,71,1,283.55,0,At-Risk Customers
12704.0,7,8,2340.84,0,At-Risk Customers
12705.0,15,9,6868.29,0,At-Risk Customers
12707.0,292,1,603.42,1,Low-Value/Inactive Customers
12708.0,30,10,2712.91,0,At-Risk Customers
12709.0,15,15,9706.52,3,Loyal Customers
12710.0,97,3,1149.02,0,At-Risk Customers
12712.0,29,13,4396.13,0,At-Risk Customers
12713.0,1,1,848.55,0,At-Risk Customers
12714.0,9,5,4708.86,0,At-Risk Customers
12715.0,106,1,343.36,0,At-Risk Customers
12716.0,4,2,1053.49,0,At-Risk Customers
12717.0,151,2,1030.98,1,Low-Value/Inactive Customers
12718.0,71,1,238.25,0,At-Risk Customers
12719.0,5,2,644.95,0,At-Risk Customers
12720.0,3,25,5781.73,3,Loyal Customers
12721.0,32,6,2656.13,0,At-Risk Customers
12722.0,85,4,997.63,0,At-Risk Customers
12723.0,4,5,725.07,0,At-Risk Customers
12724.0,5,4,1031.41,0,At-Risk Customers
12725.0,371,1,427.8,1,Low-Value/Inactive Customers
12726.0,28,7,2609.1,0,At-Risk Customers
12727.0,11,7,3980.7,0,At-Risk Customers
12728.0,71,4,836.33,0,At-Risk Customers
12729.0,114,1,453.01,0,At-Risk Customers
12731.0,24,12,18895.91,3,Loyal Customers
12732.0,180,1,236.26000000000002,1,Low-Value/Inactive Customers
12733.0,234,1,383.95,1,Low-Value/Inactive Customers
12734.0,353,1,110.39999999999999,1,Low-Value/Inactive Customers
12735.0,315,2,779.5699999999999,1,Low-Value/Inactive Customers
12736.0,333,1,234.0,1,Low-Value/Inactive Customers
12738.0,372,1,155.35,1,Low-Value/Inactive Customers
12739.0,78,2,1013.04,0,At-Risk Customers
12740.0,64,1,427.6,0,At-Risk Customers
12743.0,134,2,540.13,0,At-Risk Customers
12744.0,52,7,21279.29,3,Loyal Customers
12747.0,2,11,4196.01,0,At-Risk Customers
12748.0,1,209,33053.19,2,VIP Customers
12749.0,4,5,4090.88,0,At-Risk Customers
12750.0,129,1,275.88,0,At-Risk Customers
12752.0,81,1,4366.78,0,At-Risk Customers
12753.0,23,6,21429.39,0,At-Risk Customers
12754.0,236,3,3010.74,1,Low-Value/Inactive Customers
12755.0,281,2,3811.95,1,Low-Value/Inactive Customers
12756.0,87,1,112.07999999999998,0,At-Risk Customers
12757.0,16,13,7834.650000000001,3,Loyal Customers
12758.0,117,2,2791.59,0,At-Risk Customers
12759.0,52,3,1531.44,0,At-Risk Customers
12762.0,8,2,1898.52,0,At-Risk Customers
12763.0,138,2,494.08,0,At-Risk Customers
12764.0,317,1,1693.88,1,Low-Value/Inactive Customers
12766.0,4,7,6989.63,0,At-Risk Customers
12769.0,239,1,1143.6,1,Low-Value/Inactive Customers
12770.0,211,1,1351.45,1,Low-Value/Inactive Customers
12772.0,60,1,892.47,0,At-Risk Customers
12775.0,17,5,1386.04,0,At-Risk Customers
12778.0,20,6,822.23,0,At-Risk Customers
12779.0,38,8,3981.36,0,At-Risk Customers
12781.0,64,2,826.74,0,At-Risk Customers
12782.0,5,5,2330.92,0,At-Risk Customers
12783.0,2,6,2225.91,0,At-Risk Customers
12784.0,9,2,532.8199999999999,0,At-Risk Customers
12785.0,364,1,311.95,1,Low-Value/Inactive Customers
12787.0,10,3,463.66,0,At-Risk Customers
12789.0,65,1,91.85,0,At-Risk Customers
12790.0,192,1,324.92,1,Low-Value/Inactive Customers
12791.0,374,1,192.60000000000002,1,Low-Value/Inactive Customers
12792.0,257,1,400.53999999999996,1,Low-Value/Inactive Customers
12793.0,335,2,545.48,1,Low-Value/Inactive Customers
12794.0,53,2,860.41,0,At-Risk Customers
12795.0,19,1,430.48,0,At-Risk Customers
12797.0,366,1,254.03,1,Low-Value/Inactive Customers
12798.0,10,3,6977.04,0,At-Risk Customers
12802.0,187,1,427.58,1,Low-Value/Inactive Customers
12808.0,37,3,483.65000000000003,0,At-Risk Customers
12809.0,178,1,489.31,1,Low-Value/Inactive Customers
12811.0,261,3,514.85,1,Low-Value/Inactive Customers
12812.0,45,1,229.64000000000001,0,At-Risk Customers
12814.0,102,1,125.92,0,At-Risk Customers
12815.0,148,2,1063.46,1,Low-Value/Inactive Customers
12816.0,96,2,572.2,0,At-Risk Customers
12817.0,281,1,166.04,1,Low-Value/Inactive Customers
12818.0,262,1,1542.08,1,Low-Value/Inactive Customers
12820.0,3,4,942.34,0,At-Risk Customers
12821.0,214,1,92.72,1,Low-Value/Inactive Customers
12822.0,71,2,948.88,0,At-Risk Customers
12823.0,75,5,1759.5,0,At-Risk Customers
12824.0,60,1,397.12,0,At-Risk Customers
12826.0,3,7,1474.72,0,At-Risk Customers
12827.0,6,3,430.15000000000003,0,At-Risk Customers
12828.0,3,6,1018.71,0,At-Risk Customers
12829.0,337,2,293.0,1,Low-Value/Inactive Customers
12830.0,38,6,6814.64,0,At-Risk Customers
12831.0,262,1,215.05,1,Low-Value/Inactive Customers
12832.0,32,2,383.03,0,At-Risk Customers
12833.0,145,1,417.38,1,Low-Value/Inactive Customers
12834.0,283,1,312.38,1,Low-Value/Inactive Customers
12836.0,59,4,2610.36,0,At-Risk Customers
12837.0,173,1,134.1,1,Low-Value/Inactive Customers
12838.0,34,2,671.95,0,At-Risk Customers
12839.0,3,14,5591.42,3,Loyal Customers
12840.0,144,4,2726.77,0,At-Risk Customers
12841.0,5,25,3991.58,3,Loyal Customers
12842.0,70,2,1118.99,0,At-Risk Customers
12843.0,66,8,1702.26,0,At-Risk Customers
12844.0,29,2,325.96000000000004,0,At-Risk Customers
12845.0,267,4,354.09,1,Low-Value/Inactive Customers
12847.0,22,1,843.64,0,At-Risk Customers
12849.0,31,2,1010.29,0,At-Risk Customers
12851.0,97,1,131.81,0,At-Risk Customers
12852.0,295,1,311.55,1,Low-Value/Inactive Customers
12853.0,135,6,1957.1000000000001,0,At-Risk Customers
12854.0,79,3,1316.25,0,At-Risk Customers
12855.0,373,1,38.1,1,Low-Value/Inactive Customers
12856.0,8,6,2170.78,0,At-Risk Customers
12857.0,211,2,1106.4,1,Low-Value/Inactive Customers
12863.0,52,1,521.2,0,At-Risk Customers
12864.0,138,1,147.12,0,At-Risk Customers
12865.0,26,2,1568.23,0,At-Risk Customers
12866.0,283,1,559.12,1,Low-Value/Inactive Customers
12867.0,26,7,4009.34,0,At-Risk Customers
12868.0,186,6,1607.0600000000002,1,Low-Value/Inactive Customers
12871.0,84,2,380.64,0,At-Risk Customers
12872.0,327,2,599.97,1,Low-Value/Inactive Customers
12873.0,282,1,374.0,1,Low-Value/Inactive Customers
12875.0,143,2,343.2300000000001,0,At-Risk Customers
12876.0,58,2,2218.02,0,At-Risk Customers
12877.0,4,12,1535.77,0,At-Risk Customers
12878.0,236,2,854.99,1,Low-Value/Inactive Customers
12879.0,45,3,573.22,0,At-Risk Customers
12881.0,276,1,298.0,1,Low-Value/Inactive Customers
12882.0,9,2,1463.04,0,At-Risk Customers
12883.0,25,4,703.47,0,At-Risk Customers
12884.0,88,1,309.05,0,At-Risk Customers
12885.0,63,3,1175.22,0,At-Risk Customers
12886.0,68,2,1378.4,0,At-Risk Customers
12888.0,214,2,354.12,1,Low-Value/Inactive Customers
12890.0,24,1,376.71999999999997,0,At-Risk Customers
12891.0,186,3,331.0,1,Low-Value/Inactive Customers
12893.0,31,1,176.55,0,At-Risk Customers
12895.0,42,2,372.8,0,At-Risk Customers
12897.0,205,2,216.5,1,Low-Value/Inactive Customers
12901.0,9,28,17654.54,3,Loyal Customers
12902.0,265,1,138.68,1,Low-Value/Inactive Customers
12904.0,18,2,496.06,0,At-Risk Customers
12906.0,12,5,2919.81,0,At-Risk Customers
12908.0,176,2,750.0,1,Low-Value/Inactive Customers
12909.0,40,5,2178.67,0,At-Risk Customers
12910.0,23,8,3075.04,0,At-Risk Customers
12912.0,3,5,1662.3,0,At-Risk Customers
12913.0,5,5,2483.63,0,At-Risk Customers
12915.0,149,2,363.65,1,Low-Value/Inactive Customers
12916.0,139,4,2944.95,0,At-Risk Customers
12917.0,128,1,594.0,0,At-Risk Customers
12919.0,8,6,1335.19,0,At-Risk Customers
12920.0,17,1,162.78,0,At-Risk Customers
12921.0,9,37,16587.09,3,Loyal Customers
12922.0,161,1,405.38,1,Low-Value/Inactive Customers
12923.0,64,1,172.82,0,At-Risk Customers
12924.0,88,4,933.7,0,At-Risk Customers
12925.0,5,2,694.05,0,At-Risk Customers
12928.0,35,5,2062.7000000000003,0,At-Risk Customers
12929.0,312,1,117.85,1,Low-Value/Inactive Customers
12930.0,78,2,415.8,0,At-Risk Customers
12931.0,22,15,42055.96,3,Loyal Customers
12933.0,24,3,607.53,0,At-Risk Customers
12935.0,2,7,2160.7,0,At-Risk Customers
12936.0,17,4,1063.9,0,At-Risk Customers
12937.0,15,4,1504.27,0,At-Risk Customers
12938.0,26,1,114.14,0,At-Risk Customers
12939.0,64,8,11581.8,0,At-Risk Customers
12940.0,55,2,899.69,0,At-Risk Customers
12942.0,131,3,675.6,0,At-Risk Customers
12944.0,36,2,604.51,0,At-Risk Customers
12945.0,288,1,462.95,1,Low-Value/Inactive Customers
12947.0,144,6,1603.99,0,At-Risk Customers
12948.0,16,7,2064.95,0,At-Risk Customers
12949.0,31,8,4167.22,0,At-Risk Customers
12950.0,2,3,1843.0,0,At-Risk Customers
12951.0,9,6,1064.07,0,At-Risk Customers
12952.0,6,4,1387.79,0,At-Risk Customers
12953.0,10,1,329.85,0,At-Risk Customers
12955.0,1,11,4757.16,0,At-Risk Customers
12956.0,306,1,108.07,1,Low-Value/Inactive Customers
12957.0,10,8,4017.54,0,At-Risk Customers
12962.0,7,2,266.39,0,At-Risk Customers
12963.0,8,8,1856.63,0,At-Risk Customers
12965.0,89,1,769.8100000000001,0,At-Risk Customers
12966.0,10,1,160.18,0,At-Risk Customers
12967.0,358,2,1660.9,1,Low-Value/Inactive Customers
12968.0,112,1,135.95,0,At-Risk Customers
12970.0,7,4,405.47,0,At-Risk Customers
12971.0,4,86,11189.91,3,Loyal Customers
12974.0,198,1,144.8,1,Low-Value/Inactive Customers
12976.0,212,1,738.6,1,Low-Value/Inactive Customers
12977.0,156,1,39.239999999999995,1,Low-Value/Inactive Customers
12980.0,158,9,7374.900000000001,0,At-Risk Customers
12981.0,30,2,372.21999999999997,0,At-Risk Customers
12982.0,243,1,390.54,1,Low-Value/Inactive Customers
12984.0,19,1,97.5,0,At-Risk Customers
12985.0,1,2,1239.38,0,At-Risk Customers
12987.0,74,2,558.7,0,At-Risk Customers
12988.0,292,1,505.82,1,Low-Value/Inactive Customers
12989.0,3,15,6924.110000000001,3,Loyal Customers
12990.0,31,3,409.5,0,At-Risk Customers
12991.0,23,2,503.76,0,At-Risk Customers
12993.0,23,4,414.76,0,At-Risk Customers
12994.0,4,3,974.4200000000001,0,At-Risk Customers
12995.0,85,1,211.32,0,At-Risk Customers
12997.0,22,4,1226.89,0,At-Risk Customers
12999.0,196,3,455.88,1,Low-Value/Inactive Customers
13000.0,107,3,534.85,0,At-Risk Customers
13001.0,4,13,9785.970000000001,3,Loyal Customers
13002.0,318,1,120.94999999999999,1,Low-Value/Inactive Customers
13003.0,106,3,149.05,0,At-Risk Customers
13004.0,12,18,5655.91,3,Loyal Customers
13005.0,174,2,513.7,1,Low-Value/Inactive Customers
13006.0,56,1,81.57,0,At-Risk Customers
13008.0,323,1,229.46999999999997,1,Low-Value/Inactive Customers
13011.0,372,1,50.550000000000004,1,Low-Value/Inactive Customers
13012.0,9,8,1646.8400000000001,0,At-Risk Customers
13013.0,1,13,4810.9400000000005,0,At-Risk Customers
13014.0,11,10,3466.2799999999997,0,At-Risk Customers
13015.0,53,5,3339.64,0,At-Risk Customers
13016.0,73,3,789.89,0,At-Risk Customers
13017.0,7,1,204.0,0,At-Risk Customers
13018.0,16,28,7277.7,3,Loyal Customers
13021.0,4,9,2616.38,0,At-Risk Customers
13023.0,64,2,689.9,0,At-Risk Customers
13026.0,1,5,975.36,0,At-Risk Customers
13027.0,114,6,6912.0,0,At-Risk Customers
13028.0,23,2,661.3199999999999,0,At-Risk Customers
13029.0,31,3,1247.5,0,At-Risk Customers
13030.0,11,2,752.4399999999999,0,At-Risk Customers
13032.0,52,2,1010.18,0,At-Risk Customers
13033.0,357,1,190.55,1,Low-Value/Inactive Customers
13034.0,55,2,642.77,0,At-Risk Customers
13035.0,74,2,921.88,0,At-Risk Customers
13037.0,138,3,881.07,0,At-Risk Customers
13038.0,80,3,908.46,0,At-Risk Customers
13040.0,9,2,676.99,0,At-Risk Customers
13043.0,273,1,516.42,1,Low-Value/Inactive Customers
13044.0,291,1,560.47,1,Low-Value/Inactive Customers
13045.0,99,1,305.28000000000003,0,At-Risk Customers
13046.0,31,2,629.31,0,At-Risk Customers
